CHR	START	END	DF_3m1	DF_3m2	DF_29m2	DF_29m6	DF_29m7
chr11	59273812	59274243	11.0317367170643	0.956671752648574	1.05176991806759	7.51983923209158	5.94815838483728
chr11	59274833	59275304	14.3412577321836	0.956671752648574	11.5694690987435	11.2797588481374	7.9308778464497
chr11	59275721	59278444	72.8094623326244	8.61004577383716	98.8663722983538	68.6185329928357	91.2050952341716
chr11	59279446	59280203	19.8571260907157	1.91334350529715	15.7765487710139	13.1597186561603	7.9308778464497
chr11	59284447	59286242	441.269468682572	523.29944869877	512.211950098918	435.2106955573	440.163720477959
chr11	59318289	59321334	810.832648704226	883.008027694633	827.742925519196	733.184325128929	672.141897486612
chr11	59474879	59476060	137.896708963304	187.50766351912	199.836284432843	184.236061186244	176.462032083506
chr11	59476147	59479400	570.340788272224	622.793310974221	578.473454937176	653.286033287956	625.54799013872
chr11	59484489	59484859	2.20634734341286	2.87001525794572	8.41415934454075	1.87995980802289	3.96543892322485
chr11	59520738	59522262	58.4682046004408	28.7001525794572	61.0026552479204	62.978653568767	40.6457489630547
chr11	59545343	59546323	15.44443140389	9.56671752648574	21.0353983613519	27.259417216332	21.8099140777367
chr11	59546478	59546822	1.10317367170643	4.78335876324287	6.31061950840556	10.3397789441259	2.97407919241864
chr11	59573034	59573508	5.51586835853215	3.82668701059429	23.1389381974871	8.45981913610303	9.91359730806213
chr11	59600496	59601439	56.2618572570279	38.2668701059429	52.5884959033797	36.6592162564465	31.7235113857988
chr11	59620925	59625434	999.475346566025	1177.66292751039	1023.37213027977	913.660466699127	953.688061035577
chr11	59651450	59654390	749.054923088666	901.184790994956	776.206199533884	685.245350024345	699.899969949186
chr11	59660467	59662987	507.459888984958	516.60274643023	423.86327698124	481.269710853861	470.895872132951
chr11	59715636	59716305	16.5476050755964	3.82668701059429	11.5694690987435	12.2197387521488	11.8963167696746
chr11	59760991	59762945	482.08689453571	622.793310974221	484.865932229161	500.06930893409	471.887231863757
chr11	59777364	59779179	219.53156066958	224.817861872415	210.353983613519	171.076342530083	198.271946161243
chr11	59858841	59860469	236.079165745176	290.828212805166	253.47655025429	225.595176962747	238.917695124297
chr11	59918157	59921918	670.729592397509	768.207417376805	653.149119119976	698.405068680506	611.668953907433
chr11	59922247	59922742	5.51586835853215	6.69670226854002	12.6212390168111	0.939979904011447	12.8876765004808
chr11	59926839	59930044	360.737790648003	321.441708889921	328.152214437089	288.573830531514	337.062308474112
chr11	59941296	59941701	6.61904203023858	1.91334350529715	4.20707967227037	5.63987942406869	15.8617556928994
chr11	59952670	59955429	275.793417926607	357.795235490567	311.323895748008	233.115016194839	231.978177008654
chr11	59988859	59991724	305.579107062681	304.221617342246	330.255754273224	291.393770243549	302.364717895895
chr11	60021154	60024778	458.920247429875	645.753433037787	500.642481000175	422.990956805151	428.267403708284
chr11	60024862	60027574	78.3253306911565	30.6134960847544	72.572124346664	44.179055488538	27.758072462574
chr11	60031799	60034596	522.904320388848	648.623448295733	557.438056575825	532.028625670479	551.196010328254
chr11	60035387	60036771	51.8491625702022	15.3067480423772	54.6920357395149	67.6785530888242	101.118692542234
chr11	60151170	60151490	4.41269468682572	6.69670226854002	2.10353983613519	7.51983923209158	6.93951811564349
chr11	60159860	60160360	13.2380840604772	1.91334350529715	3.15530975420278	13.1597186561603	11.8963167696746
chr11	60163451	60164240	5.51586835853215	10.5233892791343	21.0353983613519	15.0396784641832	13.879036231287
chr11	60164294	60167465	739.126360043308	932.754958832359	702.582305269152	638.246354823773	659.254220986132
chr11	60229437	60232701	955.348399697768	933.711630585008	817.22522633852	816.842536585948	809.940900068676
chr11	60267517	60269719	388.317132440663	482.162563334881	399.672568865686	407.951278340968	377.708057437167
chr11	60322402	60323351	40.8174258531379	19.1334350529715	47.3296463130417	34.7792564484236	33.7062308474112
chr11	60349505	60355852	1302.84810628529	1587.11843764398	1352.57611463493	1289.65242830371	1293.72444870211
chr11	60356887	60357638	11.0317367170643	3.82668701059429	24.1907081155547	0.939979904011447	15.8617556928994
chr11	60358665	60359175	6.61904203023858	6.69670226854002	3.15530975420278	15.0396784641832	10.9049570388683
chr11	60512204	60515597	464.436115788407	395.105433843861	422.811507063173	460.590152965609	458.999555363277
chr11	60520699	60521368	22.0634734341286	11.4800610317829	30.5013276239602	13.1597186561603	25.7753530009615
chr11	60539343	60543596	1042.49911976258	1060.94897368727	998.129652246146	885.461069578784	879.336081225111
chr11	60588517	60596607	1289.61002222482	1470.40448382086	1427.25177881772	1261.45303118336	1348.24923389645
chr11	60623733	60625452	170.991919114497	151.154136918475	129.367699922314	151.336764545843	164.565715313831
chr11	60643665	60645390	368.460006349948	444.852364981587	376.533630668198	391.031640068762	378.699417167973
chr11	60690097	60693923	904.602410799272	929.884943574414	822.484075928858	786.763179657582	824.811296030769
chr11	60725481	60728286	592.404261706353	686.890318401676	611.078322397272	605.347058183372	583.910881444859
chr11	60743890	60748168	1003.88804125285	1218.79981287428	1032.83805954238	956.899542283654	970.541176459282
chr11	60748347	60750530	125.761798574533	83.2304424804259	160.920797464342	131.597186561603	128.876765004808
chr11	60798326	60799076	28.6825154643672	18.1767633003229	10.5176991806759	20.6795578882518	4.95679865403106
chr11	60985130	60985499	6.61904203023858	0.956671752648574	6.31061950840556	4.69989952005724	9.91359730806213
chr11	60985991	60989584	735.816839028189	845.697829341339	665.770358136787	641.066294535807	651.323343139682
chr11	61045036	61045405	7.72221570194501	4.78335876324287	4.20707967227037	11.2797588481374	8.92223757725592
chr11	61079197	61081570	515.182104686903	571.133036331198	526.936728951864	462.470112773632	520.463858673262
chr11	61091645	61091966	5.51586835853215	2.87001525794572	6.31061950840556	3.75991961604579	6.93951811564349
chr11	61155928	61156619	24.2698207775415	6.69670226854002	25.2424780336222	29.1393770243549	24.7839932701553
chr11	61191327	61191673	14.3412577321836	0.956671752648574	9.46592926260834	10.3397789441259	8.92223757725592
chr11	61220782	61222835	558.205877883453	562.522990557361	517.470799689256	445.550474501426	445.12051913199
chr11	61299124	61299476	1.10317367170643	0.956671752648574	1.05176991806759	19.7395779842404	16.8531154237056
chr11	61306092	61308944	605.64234576683	757.68402809767	653.149119119976	544.248364422628	547.23057140503
chr11	61317995	61319881	393.833000799195	500.339326635204	421.759737145105	360.952283140396	344.001826589756
chr11	61377118	61377707	18.7539524190093	5.74003051589144	5.25884959033797	24.4394775042976	27.758072462574
chr11	61378533	61378912	11.0317367170643	0.956671752648574	6.31061950840556	16.9196382722061	2.97407919241864
chr11	61390151	61393659	515.182104686903	582.613097362981	567.9557557565	547.068304134662	593.824478752922
chr11	61429129	61430489	24.2698207775415	13.39340453708	47.3296463130417	40.4191358724922	41.6371086938609
chr11	61432963	61434599	67.2935939740922	48.7902593850773	74.6756641827991	78.9583119369616	100.127332811428
chr11	61497177	61498156	56.2618572570279	55.4869616536173	37.8637170504334	46.0590152965609	45.6025476170858
chr11	61573944	61576119	265.86485488125	276.478136515438	197.732744596708	331.812906116041	275.598005164127
chr11	61666117	61669313	608.951866781949	608.443234684493	527.988498869932	611.926917511452	538.308333827774
chr11	61741748	61745116	694.999413175051	791.16753944037	695.219915842679	701.22500839254	679.081415602256
chr11	61769804	61771245	212.912518639341	163.590869702906	213.509293367721	188.935960706301	206.202824007692
chr11	61818258	61820737	174.301440129616	198.031052798255	245.062390909749	269.774232451285	221.073219969785
chr11	61820838	61821197	2.20634734341286	2.87001525794572	6.31061950840556	5.63987942406869	6.93951811564349
chr11	61836271	61837604	17.6507787473029	15.3067480423772	15.7765487710139	15.0396784641832	37.6716697706361
chr11	61889706	61891927	290.134675658791	290.828212805166	278.719028287912	313.013308035812	320.209193050407
chr11	61933680	61934060	9.92856304535787	2.87001525794572	10.5176991806759	3.75991961604579	8.92223757725592
chr11	61960699	61961224	8.82538937365144	0.956671752648574	8.41415934454075	17.8596181762175	27.758072462574
chr11	62004327	62005231	22.0634734341286	0.956671752648574	13.6730089348787	8.45981913610303	12.8876765004808
chr11	62061614	62064018	440.166295010865	396.062105596509	402.827878619888	363.77222285243	396.543892322485
chr11	62064101	62065160	12.1349103887707	2.87001525794572	26.2942479516898	50.7589148166182	37.6716697706361
chr11	62093770	62096260	411.483779546498	451.549067250127	340.7734534539	470.929931909735	400.50933124571
chr11	62119598	62120055	19.8571260907157	9.56671752648574	1.05176991806759	10.3397789441259	11.8963167696746
chr11	62268519	62273260	1027.05468835869	1152.78946194153	1055.97699773986	1054.65745230084	1061.74627169345
chr11	62308442	62308997	13.2380840604772	19.1334350529715	16.8283186890815	25.3794574083091	13.879036231287
chr11	62351554	62353280	246.007728790534	227.687877130361	210.353983613519	299.853589379652	205.211464276886
chr11	62362698	62368948	1334.84014276478	1598.59849867577	1305.24646832188	1368.61074024067	1351.22331308887
chr11	62374002	62374711	12.1349103887707	12.4367327844315	13.6730089348787	18.799598080229	21.8099140777367
chr11	62388733	62390360	187.539524190093	179.854289497932	204.043364105113	266.954292739251	257.753530009615
chr11	62415466	62419630	811.935822375932	895.444760479065	754.119031254465	782.063280137524	886.275599340754
chr11	62427351	62427773	11.0317367170643	10.5233892791343	17.8800886071491	7.51983923209158	6.93951811564349
chr11	62449684	62450023	4.41269468682572	3.82668701059429	4.20707967227037	1.87995980802289	10.9049570388683
chr11	62450378	62450963	8.82538937365144	3.82668701059429	9.46592926260834	7.51983923209158	16.8531154237056
chr11	62458891	62462065	227.253776371525	180.81096125058	237.700001483276	380.691861124636	299.390638703476
chr11	62462126	62463316	210.706171295928	246.821312183332	199.836284432843	166.376443010026	191.332428045599
chr11	62489027	62489458	17.6507787473029	6.69670226854002	13.6730089348787	8.45981913610303	12.8876765004808
chr11	62544293	62545801	302.269586047562	392.235418585915	331.307524191292	315.833247747846	312.278315203957
chr11	62559299	62560354	71.7062886609179	67.9236944380487	117.79823082357	104.337769345271	78.3174187336908
chr11	62570022	62570565	16.5476050755964	0.956671752648574	14.7247788529463	13.1597186561603	15.8617556928994
chr11	62570630	62570996	6.61904203023858	0.956671752648574	2.10353983613519	7.51983923209158	12.8876765004808
chr11	62590692	62591075	1.10317367170643	0.956671752648574	7.36238942647315	5.63987942406869	8.92223757725592
chr11	62592162	62594673	48.5396415550829	13.39340453708	57.8473454937176	74.2584124169043	43.6198281554734
chr11	62595006	62595390	1.10317367170643	0.956671752648574	10.5176991806759	10.3397789441259	9.91359730806213
chr11	62602017	62603529	243.801381447121	296.568243321058	231.389381974871	269.774232451285	248.831292432359
chr11	62633235	62636929	608.951866781949	699.327051186107	660.511508546449	750.103963401135	727.65804241176
chr11	62637743	62638175	6.61904203023858	0.956671752648574	6.31061950840556	16.9196382722061	13.879036231287
chr11	62660405	62661634	115.833235529175	121.497312586369	77.8309739370019	75.1983923209158	79.308778464497
chr11	62691936	62694608	538.348751792738	640.013402521896	476.45177288462	489.729529989964	515.507060019231
chr11	62724301	62724780	5.51586835853215	1.91334350529715	6.31061950840556	20.6795578882518	5.94815838483728
chr11	62724998	62725610	24.2698207775415	3.82668701059429	9.46592926260834	12.2197387521488	29.7407919241864
chr11	62732151	62735712	121.349103887707	68.8803661906973	123.057080413908	129.71722675358	134.824923389645
chr11	62740912	62741403	3.30952101511929	0.956671752648574	9.46592926260834	14.0996985601717	5.94815838483728
chr11	62779572	62781760	133.484014276478	137.760732381395	132.523009676517	130.657206657591	113.015009311908
chr11	62811182	62811883	18.7539524190093	14.3500762897286	27.3460178697574	15.9796583681946	9.91359730806213
chr11	62872123	62872489	5.51586835853215	0.956671752648574	12.6212390168111	6.57985932808013	10.9049570388683
chr11	62903593	62904015	18.7539524190093	2.87001525794572	7.36238942647315	0.939979904011447	3.96543892322485
chr11	62942405	62950865	1660.27637591818	1981.2671997352	1694.40133800689	1612.06553537963	1473.16055997803
chr11	62951218	62952232	36.4047311663122	3.82668701059429	17.8800886071491	19.7395779842404	17.8444751545118
chr11	62954980	62955772	28.6825154643672	0.956671752648574	16.8283186890815	15.9796583681946	11.8963167696746
chr11	62956217	62957521	40.8174258531379	18.1767633003229	43.1225666407713	22.5595176962747	22.8012738085429
chr11	62982241	62982653	2.20634734341286	11.4800610317829	3.15530975420278	6.57985932808013	6.93951811564349
chr11	63078008	63078806	36.4047311663122	37.3101983532944	35.7601772142982	43.2390755845266	42.6284684246672
chr11	63727486	63728564	71.7062886609179	55.4869616536173	70.4685845105288	94.9379703051562	91.2050952341716
chr11	63732360	63736561	617.777256155601	581.656425610333	447.002215178727	406.071318532945	414.388367476997
chr11	63738508	63739282	46.3332942116701	26.7868090741601	35.7601772142982	26.3194373123205	41.6371086938609
chr11	63891940	63894454	626.602645529252	748.117310571184	602.664163052731	550.828223750708	621.582551215495
chr11	64248318	64250474	285.721980971965	250.647999193926	270.304868943372	221.835257346702	206.202824007692
chr11	64572915	64573649	22.0634734341286	27.7434808268086	38.915486968501	30.0793569283663	33.7062308474112
chr11	64791401	64793938	551.586835853215	630.44668499541	561.645136248095	519.80888691833	563.092327097929
chr11	64938439	64938942	16.5476050755964	9.56671752648574	7.36238942647315	1.87995980802289	6.93951811564349
chr11	64974660	64976836	454.507552743049	463.985800034558	419.65619730897	336.512805636098	372.751258783136
chr11	65075755	65076421	22.0634734341286	4.78335876324287	16.8283186890815	9.39979904011448	13.879036231287
chr11	65083224	65084188	27.5793417926607	14.3500762897286	25.2424780336222	36.6592162564465	50.5593462711169
chr11	65289797	65290345	19.8571260907157	12.4367327844315	16.8283186890815	1.87995980802289	9.91359730806213
chr11	65308499	65309073	5.51586835853215	5.74003051589144	17.8800886071491	12.2197387521488	8.92223757725592
chr11	65599458	65602351	329.848927840223	250.647999193926	316.582745338346	425.810896517186	340.036387666531
chr11	65619583	65622186	536.142404449325	543.38955550439	425.966816817375	486.90959027793	538.308333827774
chr11	65981404	65982112	13.2380840604772	17.2200915476743	17.8800886071491	20.6795578882518	24.7839932701553
chr11	66339934	66340292	2.20634734341286	0.956671752648574	11.5694690987435	13.1597186561603	12.8876765004808
chr11	66797829	66799205	134.587187948184	147.32744990788	144.09247877526	171.076342530083	178.444751545118
chr11	66834315	66834736	4.41269468682572	7.65337402118859	14.7247788529463	9.39979904011448	3.96543892322485
chr11	66837874	66839449	186.436350518387	192.291022282363	153.558408037869	185.176041090255	151.678038813351
chr11	66864776	66867433	733.610491684776	849.524516351933	687.857526416206	601.587138567326	711.796286718861
chr11	67268146	67270843	186.436350518387	135.847388876097	160.920797464342	314.893267843835	223.055939431398
chr11	67329390	67329734	1.10317367170643	2.87001525794572	5.25884959033797	13.1597186561603	3.96543892322485
chr11	67400000	67403310	138.99988263501	108.103908049289	116.746460905503	181.416121474209	209.176903200111
chr11	67735054	67736655	140.103056306717	110.973923307235	126.212390168111	168.256402818049	163.574355583025
chr11	67778802	67781739	603.435998423417	661.060181080164	559.54159641196	528.268706054433	561.109607636316
chr11	67871501	67872061	15.44443140389	3.82668701059429	11.5694690987435	17.8596181762175	9.91359730806213
chr11	68042531	68042878	3.30952101511929	0.956671752648574	1.05176991806759	13.1597186561603	15.8617556928994
chr11	68197863	68201270	254.833118164185	212.381129087983	335.514603863562	444.610494597415	344.993186320562
chr11	68212870	68214317	118.039582872588	80.3604272224802	123.057080413908	120.317427713465	109.049570388683
chr11	68227146	68227610	5.51586835853215	0.956671752648574	15.7765487710139	4.69989952005724	4.95679865403106
chr11	68244836	68246283	86.0475463931015	65.053679180103	92.5557527899482	100.577849729225	129.868124735614
chr11	68259721	68260238	16.5476050755964	2.87001525794572	10.5176991806759	5.63987942406869	9.91359730806213
chr11	68380061	68380642	18.7539524190093	16.2634197950258	31.5530975420278	32.8992966404007	17.8444751545118
chr11	68393110	68393448	6.61904203023858	0.956671752648574	8.41415934454075	8.45981913610303	0.991359730806213
chr11	68436798	68437694	23.166647105835	20.09010680562	26.2942479516898	17.8596181762175	39.6543892322485
chr11	68445253	68445858	3.30952101511929	6.69670226854002	8.41415934454075	15.9796583681946	14.8703959620932
chr11	68451169	68452441	33.0952101511929	20.09010680562	28.397787787825	27.259417216332	39.6543892322485
chr11	68504429	68508190	981.824567818722	1210.18976710045	992.870802655808	895.80084852291	937.826305342678
chr11	68663230	68667840	979.61822047531	1162.35617946802	1023.37213027977	949.379703051562	945.757183189127
chr11	68684006	68686154	273.587070583195	245.864640430683	217.716373039992	172.016322434095	179.436111275925
chr11	68714308	68717036	599.023303736591	669.670226854001	575.318145182974	542.368404614605	590.850399560503
chr11	68752895	68754401	163.269703412552	215.251144345929	148.299558447531	185.176041090255	222.064579700592
chr11	68767724	68768875	50.7459888984958	31.5701678374029	50.4849560672445	42.2990956805151	50.5593462711169
chr11	68780550	68782503	304.475933390975	341.531815695541	323.945134764819	300.793569283663	311.286955473151
chr11	68786379	68787901	178.714134816442	204.727755066795	180.904425907626	183.296081282232	219.090500508173
chr11	68821089	68822494	254.833118164185	233.427907646252	237.700001483276	265.074332931228	267.667127317677
chr11	68824973	68826227	207.396650280809	250.647999193926	198.784514514775	194.57584013037	210.168262930917
chr11	68828774	68831051	426.928210950388	523.29944869877	443.846905424524	436.150675461312	505.593462711169
chr11	68849650	68851699	172.095092786203	172.200915476743	184.059735661829	159.796583681946	179.436111275925
chr11	68852241	68855474	691.689892159932	758.640699850319	625.803101250218	657.985932808013	666.193739101775
chr11	68858481	68860882	393.833000799195	425.718929928615	398.620798947618	391.031640068762	415.379727207803
chr11	68871501	68878213	1570.91930850996	1906.64680302861	1575.55133726526	1476.70842920198	1491.00503513254
chr11	68879608	68880455	14.3412577321836	16.2634197950258	29.4495577058926	24.4394775042976	25.7753530009615
chr11	68883054	68885410	535.039230777619	624.706654479519	549.023897231284	433.330735749277	474.861311056176
chr11	68885915	68887124	39.7142521814315	57.4003051589144	39.9672568865686	49.8189349126067	68.4038214256287
chr11	68901269	68904274	825.17390643641	807.430959235396	803.552217403642	681.4854304083	750.459316220303
chr11	68907892	68908304	6.61904203023858	1.91334350529715	17.8800886071491	19.7395779842404	11.8963167696746
chr11	68908544	68914901	1499.21301984904	1744.01260507835	1389.38806176729	1290.59240820772	1345.27515470403
chr11	68923928	68925123	56.2618572570279	32.5268395900515	39.9672568865686	58.2787540487097	41.6371086938609
chr11	68930888	68932821	361.840964319709	454.419082508072	388.103099766942	335.572825732087	397.535252053291
chr11	68934461	68938071	947.626183995823	1037.9888516237	864.554872651562	834.702154762165	910.068232880103
chr11	68938258	68940116	229.460123714937	228.644548883009	222.97522263033	187.056000898278	230.986817277848
chr11	68947500	68948108	8.82538937365144	12.4367327844315	21.0353983613519	14.0996985601717	15.8617556928994
chr11	68964059	68964738	24.2698207775415	15.3067480423772	19.9836284432843	17.8596181762175	25.7753530009615
chr11	69010730	69011177	3.30952101511929	0.956671752648574	11.5694690987435	11.2797588481374	2.97407919241864
chr11	69037093	69037552	6.61904203023858	0.956671752648574	10.5176991806759	8.45981913610303	6.93951811564349
chr11	69038225	69038619	5.51586835853215	0.956671752648574	13.6730089348787	10.3397789441259	3.96543892322485
chr11	69048518	69049992	31.9920364794865	52.6169463956715	67.313274756326	82.7182315530074	94.1791744265902
chr11	69058609	69059711	41.9205995248443	39.2235418585915	47.3296463130417	57.3387741446983	62.4556630407914
chr11	69135744	69140648	770.015222851088	895.444760479065	829.846465355331	795.222998793685	851.578008762537
chr11	69144877	69146224	173.198266457909	180.81096125058	179.852655989559	179.536161666186	174.479312621893
chr11	69147657	69148257	12.1349103887707	5.74003051589144	25.2424780336222	5.63987942406869	17.8444751545118
chr11	69153672	69155026	81.6348517062758	98.5371905228031	106.228761724827	116.557508097419	79.308778464497
chr11	69178112	69178509	9.92856304535787	0.956671752648574	8.41415934454075	9.39979904011448	11.8963167696746
chr11	69178722	69184845	617.777256155601	600.789860663304	566.903985838433	693.705169160448	659.254220986132
chr11	69207698	69210920	931.078578920227	1042.77221038695	858.244253143156	770.783521289387	822.828576569157
chr11	69211017	69211545	6.61904203023858	10.5233892791343	7.36238942647315	10.3397789441259	4.95679865403106
chr11	69221150	69226043	1181.49900239759	1361.34390401892	1163.25752938276	1068.75715086102	1111.31425823376
chr11	69226361	69234373	1465.01463602614	1843.5064673538	1420.94115930932	1205.05423694268	1287.77629031727
chr11	69340821	69341207	1.10317367170643	0.956671752648574	5.25884959033797	8.45981913610303	9.91359730806213
chr11	69359620	69361247	195.261739892038	242.037953420089	216.664603121924	199.275739650427	180.427471006731
chr11	69373375	69374514	33.0952101511929	26.7868090741601	30.5013276239602	31.0193368323778	18.835834885318
chr11	69390869	69396510	1517.96697226805	1773.66942941046	1435.66593816227	1480.46834881803	1435.4888902074
chr11	69418221	69420176	287.928328315378	291.784884557815	275.56371853371	259.43445350716	231.978177008654
chr11	69435006	69436709	324.33305948169	364.491937759107	341.825223371968	299.853589379652	327.14871116605
chr11	69445479	69449503	416.99964790503	457.289097766018	378.637170504334	531.088645766468	402.492050707322
chr11	69474723	69477112	430.237731965508	479.292548076935	367.06770140559	332.752886020052	381.673496360392
chr11	69482252	69486711	1050.22133546452	1229.32320215342	1018.11328068943	1011.41837671632	1045.88451600055
chr11	69493730	69497174	585.785219676114	686.890318401676	565.852215920365	546.128324230651	509.558901634393
chr11	69498525	69499837	34.1983838228993	35.3968548479972	52.5884959033797	36.6592162564465	25.7753530009615
chr11	69500017	69500589	2.20634734341286	1.91334350529715	13.6730089348787	6.57985932808013	21.8099140777367
chr11	69507902	69510036	372.872701036773	359.708578995864	374.430090832063	381.631841028648	384.647575552811
chr11	69528920	69529580	8.82538937365144	0.956671752648574	11.5694690987435	12.2197387521488	17.8444751545118
chr11	69566371	69566788	3.30952101511929	8.61004577383716	2.10353983613519	5.63987942406869	14.8703959620932
chr11	69567816	69573751	797.594564643749	886.834714705228	798.293367813304	858.201652362452	860.500246339793
chr11	69578773	69581888	610.055040453656	759.597371602967	641.579650021232	683.365390216322	632.487508254364
chr11	69597992	69598717	12.1349103887707	8.61004577383716	8.41415934454075	23.4994976002862	32.714871116605
chr11	69608494	69609756	144.515750993542	149.240793413177	130.419469840382	123.1373674255	114.997728773521
chr11	69614253	69615489	38.611078509725	22.9601220635658	46.2778763949741	73.3184325128929	58.4902241175666
chr11	69615700	69618559	233.872818401763	223.861190119766	274.511948615642	256.614513795125	250.814011893972
chr11	69647202	69653473	1041.39594609087	1016.94207306543	1010.75089126296	1126.09592500571	1055.79811330862
chr11	69658927	69661825	642.047076933142	836.131111814853	685.753986580071	660.805872520048	652.314702870488
chr11	69689150	69689589	5.51586835853215	4.78335876324287	1.05176991806759	16.9196382722061	15.8617556928994
chr11	69689927	69695646	845.031032527125	993.025279249219	935.023457162091	1055.59743220486	1010.19556569153
chr11	69713275	69716838	686.174023801399	870.571294910202	679.443367071665	790.523099273627	745.502517566272
chr11	69726549	69729772	571.443961943931	601.746532415953	464.882303785876	431.450775941254	447.103238593602
chr11	69732026	69735004	732.507318013069	856.221218620473	713.100004449828	706.864887816609	659.254220986132
chr11	69735069	69736488	211.809344967635	282.218167031329	261.890709598831	245.334754946988	260.727609202034
chr11	69747780	69748255	9.92856304535787	2.87001525794572	17.8800886071491	8.45981913610303	12.8876765004808
chr11	69748715	69750112	84.9443727213951	56.4436334062658	62.054425165988	118.437467905442	40.6457489630547
chr11	69761390	69762514	19.8571260907157	17.2200915476743	34.7084072962306	28.1993971203434	36.6803100398299
chr11	69779761	69780691	28.6825154643672	29.6568243321058	36.8119471323658	21.6195377922633	26.7667127317677
chr11	69792342	69797385	1150.61013958981	1268.54674401201	1070.70177659281	1134.55574414182	1117.2624166186
chr11	69803730	69812001	1747.42709598298	2161.12148923313	1753.30045341868	1514.30762536244	1532.64214382641
chr11	69813536	69817487	657.491508337032	852.394531609879	779.361509288087	697.465088776494	694.943171295155
chr11	69827515	69829319	253.729944492479	283.174838783978	253.47655025429	235.934955906873	223.055939431398
chr11	69831153	69835723	815.245343391052	925.101584811171	798.293367813304	784.883219849559	772.26923029804
chr11	69836905	69838155	54.0555099136151	61.2269921695087	85.1933633634751	93.0580104971333	64.4383825024038
chr11	69839651	69843686	272.483896911488	280.304823526032	379.688940422401	409.831238148991	483.783548633432
chr11	70004098	70004437	4.41269468682572	0.956671752648574	10.5176991806759	10.3397789441259	8.92223757725592
chr11	70027393	70028240	18.7539524190093	8.61004577383716	13.6730089348787	29.1393770243549	22.8012738085429
chr11	70033579	70035814	26.4761681209543	14.3500762897286	79.9345137731371	125.957307137534	180.427471006731
chr11	70042407	70044035	39.7142521814315	22.0034503109172	55.7438056575825	54.518834432664	53.5334254635355
chr11	70045774	70047532	92.6665884233401	88.0138012436688	73.6238942647315	89.2980908810875	89.2223757725592
chr11	70050031	70054730	1320.4988850326	1623.47196424463	1343.11018537232	1280.25262926359	1276.8713332784
chr11	70067886	70069106	43.0237731965508	26.7868090741601	66.2615048382584	54.518834432664	72.3692603488535
chr11	70165362	70165691	4.41269468682572	3.82668701059429	12.6212390168111	5.63987942406869	9.91359730806213
chr11	70221973	70224234	557.102704211747	601.746532415953	474.348233048485	440.850574981369	469.904512402145
chr11	70245238	70247211	360.737790648003	422.84891467067	338.669913617765	304.553488899709	336.070948743306
chr11	70264798	70266899	370.66635369336	396.062105596509	279.77079820598	301.733549187675	315.252394396376
chr11	70272168	70273800	280.206112613433	307.091632600192	327.100444519022	299.853589379652	284.520242741383
chr11	70279126	70280015	26.4761681209543	22.0034503109172	21.0353983613519	32.8992966404007	27.758072462574
chr11	70333332	70334229	16.5476050755964	10.5233892791343	4.20707967227037	36.6592162564465	48.5766268095044
chr11	70338106	70340256	400.452042829434	496.51263962461	402.827878619888	438.030635269335	442.146439939571
chr11	70352711	70355547	476.571026177178	585.483112620927	436.484515998051	458.710193157586	452.060037247633
chr11	70375428	70378000	622.189950842426	551.042929525578	536.402658214473	555.528123270765	490.723066749075
chr11	70386980	70387661	24.2698207775415	23.9167938162143	23.1389381974871	13.1597186561603	11.8963167696746
chr11	70393353	70394149	20.9602997624222	0.956671752648574	28.397787787825	11.2797588481374	16.8531154237056
chr11	70398619	70399214	17.6507787473029	15.3067480423772	22.0871682794195	8.45981913610303	19.8271946161243
chr11	70428451	70429307	46.3332942116701	44.0069006218344	68.3650446743936	31.0193368323778	46.593907347892
chr11	70435445	70435930	11.0317367170643	3.82668701059429	1.05176991806759	9.39979904011448	11.8963167696746
chr11	70458926	70463736	922.253189546575	1146.09275967299	929.764607571753	904.260667659012	860.500246339793
chr11	70463883	70470340	1536.72092468706	1488.58124712118	1359.9385040614	1428.7694540974	1425.57529289933
chr11	70471960	70472442	4.41269468682572	2.87001525794572	11.5694690987435	8.45981913610303	11.8963167696746
chr11	70480674	70485277	899.08654244074	1121.21929410413	912.936288882671	827.182315530074	867.439764455436
chr11	70500166	70502722	742.435881058427	817.95434851453	724.669473548572	608.166997895407	570.031845213572
chr11	70512621	70517038	881.435763693437	1057.12228667667	895.056200275522	940.919883915459	806.966820876257
chr11	70577010	70579124	433.547252980627	478.335876324287	362.86062173332	361.892263044407	384.647575552811
chr11	70643070	70643447	6.61904203023858	4.78335876324287	6.31061950840556	5.63987942406869	5.94815838483728
chr11	70657404	70660736	495.324978596187	504.166013645798	575.318145182974	610.046957703429	582.919521714053
chr11	70781722	70785022	767.808875507675	888.748058210525	765.688500353208	687.125309832368	756.40747460514
chr11	70794566	70796771	525.110667732261	574.003051589144	464.882303785876	502.889248646124	511.541621096006
chr11	70815695	70818830	627.705819200959	714.633799228484	616.33717198761	566.807882118903	606.712155253402
chr11	70830885	70834911	960.8642680563	1083.90909575083	882.434961258711	844.10195380228	920.973189918972
chr11	70846494	70847181	2.20634734341286	2.87001525794572	15.7765487710139	18.799598080229	13.879036231287
chr11	71790591	71790929	13.2380840604772	0.956671752648574	1.05176991806759	11.2797588481374	1.98271946161243
chr11	71809236	71810161	17.6507787473029	7.65337402118859	44.1743365588389	35.719236352435	34.6975905782175
